codigo,Tipología de Oficina,Red,Fecha de Apertura,Nombre,Cantidad Puntos de Atención,Dirección,Indicativo,Teléfono Oficina,Fax,codigoOficina,Nombre Oficina Adscrita,Servilinea,Cliente Externo,Abreviado,Código Dane,Municipio,Departamento,Tipo de Ciudad,Uso del suelo,Región,Zona Comercial,Gerencia Administrativa,Horario Normal,Horario Adicional,Servicio Prestado en Horario Adicional,Atencion a personas con Discapacidad,Servicaja,Cajero Automático,Depositario,Kioscos,Multifuncionales ,Servilinea,Internet,Cantidad de filas propuestas ,Fila Invitados ,Fila Preferencial,Fila Clientes,Fila Tarjeta Verde
187,Oficina,PMP,30/11/2001,Centro Comercial Buenavista,1,Calle 98 N° 53-99 Centro Comercial Buena Vista,55,3 735153 - 3 735100 - 3 574907 - Cel. Gerente: 318 6184626 - Cel Jefe de Servicios 315 8960687 - Cel JDS:3152662069 - Cel JDS HA:3173718842,,,,3 504300,, 42080 - 42091,8001,Barranquilla,Atlántico,Principal,Centro Comercial,Costa,CO - 1 Barranquilla - Norte,Costa,Lunes a Viernes    9:00 a.m. - 3:00 p.m.   En jornada continua,Lunes a Viernes 5:00 p.m. - 8:00 p.m.   / Sábado 9:00 a.m. - 2:00 p.m.,Caja / Plataforma,No,NO,3,0,0,0,No,No,3,X,X,X,
188,Oficina,PMP,25/01/1943,Buga,1,Calle 6 N° 13 - 32,52,2 391775 - 2 391787 - 1391798 - 2 391830 - Cel. Gerente: 315 9262010,2 274567,,,2 272763,,42106 - 42107 -  42239  42240,76111,Guadalajara de Buga,Valle del Cauca,Población,Comercial,Occidente,OCC -7 Valle del Cauca ,Occidente,Lunes a Jueves    8.00 a.m. - 11:30 a.m. /  2:00 p.m. - 4:00 p.m.                       Viernes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:30 p.m.   Fin de Mes   8.00 a.m. - 11:30 a.m. /  2:00 p.m. - 4:00 p.m.     ,NO,,No,NO,2,0,0,0,Sí,No,4,X,X,X,X
190,Oficina,PMP,Antes Dic de 2007,Calarcá,1,Carrera 25 N° 39 - 49,56,7 421862 - 7 421861 - Cel. Gerente: 318 5312745 - Cel JDS:3175139169,,,,,,42243 - 42244,63130,Calarca,Quindío,Población,Comercial,Antioquia,AN-8 Quindío,Antioquia,Lunes a Jueves     8:00 a.m. - 11:30 a.m. /  2:00  p.m.  -   4:00  p.m.               Viernes 8:00 a.m. - 11:30 a.m.    / 2:00 p.m. -  4:30 p.m. ,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
191,Oficina,PMP,26/07/2012,Centro Comercial Titán Plaza,1,Carrera 72 N° 80-64 Local 1-10,51,7 365021 - 7 365070 - 7 365071 - 7 365068  - Cel. Gerente: 318 2573682 - Cel JDS:3177863361 - Cel JDS HA:3153897335,7 365021,,,3 820000  ,3077000 + Cod. Oficina,44191,11001,Bogotá D.C.,Bogotá D.C.,Principal,Centro Comercial,Bogotá Norte,BN - 6  Bogotá - Occidental,Bogotá Norte,Lunes a Viernes    9:00 a.m. - 3:30 p.m.   Fin de mes 9:00 a.m. - 3:00 p.m.,Lunes a Viernes 5:00 p.m. - 8:00 p.m.   / Sábado 10:00 a.m. - 4:00 p.m.,Caja / Plataforma,No,NO,2,1,1,1,Sí,No,3,X,X,X,
193,Oficina,MB,AL 31 DE ENERO,Policarpa Guaduas,1,Calle 4 N° 4-57  ,51,8 466333 - 8 466367 - 8 466722 - Cel. Gerente: 317 5097643 - Cel. Jds: 318 2821566 - Cel JDS:3173808647,,,,3 820000  ,,8770193,25320,Guaduas,Cundinamarca,Población,Comercial,Central, CE - 5 Magdalena Medio Cent.,Central,Lunes a Viernes   8:00 a.m. - 3:00 p.m.                                                                             ,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
194,Oficina,MB,AL 31 DE ENERO,Tejar,1,Avenida 1° de Mayo N° 52 A - 98 sur,51,3 077000 Cód. 194 - 7 281452 - 7 281454 - 7 281456 - Cel. Gerente: 318 3659226 - Cel JDS:3175810711,,,,3 820000  ,3077000 + Cod. Oficina,44194,11001,Bogotá D.C.,Bogotá D.C.,Principal,Residencial,Bogotá Sur,BS - 06 Bogotá - Zona Industrial,Bogotá Sur,Lunes a Viernes   9:00 a.m. - 3:30 p.m.   Fin de mes 9:00 a.m. - 3:00 p.m.,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
195,Oficina Premium,,16/11/2017,"Premium Ruitoque
",1,Aldea Comercial I Etapa Ruitoque Condominio Local 07 y 08,,6 185864 – 6 185866 – 6 185867 - 6 185868 - Cel JDS:3152715166,,,,,,,,Piedecuesta,Santander,Principal,,Oriente,,Oriente,Lunes a viernes  9:00 a.m. - 12:00 m. / 1:00 p.m. - 4:00 p.m.,Sábado 9:00 a.m. - 1:00 p.m,,No,,,,,,,,,,,,
196,Oficina,PMP,13/02/1974,La Paz,1,Carrera 40 N° 32-15,55,3 794496 - 3 708440  -  3 708468  - Cel. Gerente: 316 4026977 - Cel JDS:3165773151,,,,3 504300,,,8001,Barranquilla,Atlántico,Principal,Plaza de Mercado,Costa,CO - 7 Barranquilla - Sur,Costa,Lunes a Jueves y Fin de mes 8:00 a.m. - 11:30 a.m. / 2.00 p.m.  -  4:00 p.m. Viernes  8:00 a.m. - 11:30 a.m. / 2:00 p.m. -  4:30  p.m. ,NO,,No,NO,0,0,0,0,Sí,No,4,X,X,X,X
197,Oficina,MB,AL 31 DE ENERO,Choachi,1,Calle 3 N° 2 - 66 Plaza principal,51,8 486212 - 8 486213 - Cel. Gerente: 316 4995773 - Cel. Jds: 318 7169132 - Cel JDS:3173807639,,,,3 820000  ,,8770197,25181,Choachí,Cundinamarca,Población,Comercial,Central, CE - 1 Cundinamarca,Central,Lunes a Viernes    8:00 a.m. - 2:00 p.m.                                                                             ,NO,,No,NO,1,0,0,0,No,No,2,X,X,,
198,Oficina,PMP,14/12/1984,Unicentro Villavicencio,1,Avenida 40 N° 26 C - 10 Local 127 Centro Comercial  Unicentro ,58,6 633206 -  6 702253 - Cel. Gerente: 318 4189169 -Cel. Jds:317 8935417 - Cel JDS:3163371080 - Cel JDS HA: 3173746358,,,,6 703636,,42475 - 42476,50001,Villavicencio,Meta,Intermedia,Comercial,Central, CE - 8 Villavicencio,Central,Lunes a Viernes    8:00 a.m. - 4:00 p.m.                                                                             ,Lunes a Viernes 5:00 p.m. - 7:00 p.m.   / Sábado  9:00 a.m. - 1:00 p.m.,Caja / Plataforma,No,NO,3,0,1,0,Sí,No,3,X,X,X,
199,Oficina,MB,21/07/2007,Quirigua,1,Transversal 94 N°  82A - 07,51,4 418277 - 4 421966 - 4 421902 - 4 421800  - Cel. Gerente: 318 8132870 - Cel JDS:3176988670,4 406495,,,3 820000  ,3077000 + Cod. 199,44199,11001,Bogotá D.C.,Bogotá D.C.,Principal,Comercial,Bogotá Norte,BN - 6  Bogotá - Occidental,Bogotá Norte,Lunes a Viernes    9:00 a.m. - 3:30 p.m.   Fin de mes 9:00 a.m. - 3:00 p.m,NO,,No,NO,2,0,0,0,Sí,No,3,X,X,X,
200,Oficina Básica,MB,11/10/2010,Base Militar San José del Guaviare,1,Avenida El Retiro Km. 5 B (Cantón Oriente San José del Guaviare),58,5841826-5840833-Cel. Gerente: 3183365702-         Cel. Jds: 3185574153 - Cel JDS:3186239755,,,,,,,95001,San José del Guaviare,Guaviare,Población,,Central,Meta,Central,"Lunes a viernes - asesoría Comercial: 8:30 a.m. - 4:30 p.m. Caja: 8:30 a.m. - 12:00 m. / 1:00 p.m. - 4:30 p.m.
",NO,,No,NO,1,0,0,0,No,No,,,,,
201,Oficina,MB,AL 31 DE ENERO,Gran Plaza Florencia,1,Carrera 3A BIS N° 21A -14 D-22 Local 212 Centro Comercial Gran Plaza,58,4 353762 - 4 353617 - 4 358087 - Cel. Gerente: 318 8883050- Cel. Jds: 318 2062559 - Cel JDS:3156632441,,,,,,,18001,Florencia,Caquetá,Población,Comercial,Central, CE - 4 Huila - Caquetá,Central,Lunes a Viernes    10:30 a.m. - 3:00 p.m.                                                                             ,Lunes a Viernes  4:30 p.m. -  6:30 p.m. / Sábado 10:30 a.m. - 2:00 p.m. ,Caja / Plataforma,No,NO,1,0,0,0,Sí,No,3,X,X,X,
202,Oficina,MB,AL 31 DE ENERO,Doncello,1,Calle 5 N° 4-49,58,4 310570 - 4 310615 - 4 310210 - Cel. Gerente: 316 7429492-Cel. Jds: 318 2820361 - Cel JDS:3152400187,,,,,,,18247,El Doncello,Caquetá,Población,Comercial,Central, CE - 4 Huila - Caquetá,Central,Lunes a Jueves     8:00 a.m. - 11:30 a.m. / 2:00 p.m.  -  4:00 p.m.                  Viernes  8:00 a.m. - 11:30 a.m.   / 2:00 p.m. -  4:30 p.m.,NO,,No,NO,1,0,0,0,Sí,No,2,X,X,,
203,Oficina,PMP,13-dic.-85,Cañaveral,1,Centro Comercial Local 165 A - 1,57,6 380900  -  6 388591 - 6 387286 - 6 387287 - Cel. Gerente: 318 7127472 - Cel JDS:3153301476 - Cel JDS HA: 3163622730,,,,6 525500,,42249 - 42250,68276,Floridablanca,Santander,Población,Centro Comercial,Oriente,OR -6 Casanare - Bucaramanga,Oriente,Lunes a Viernes    8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:30 p.m.,Lunes a Viernes 5:30 p.m. - 8:00 p.m.   / Sábado 9:00 a.m. - 1:00 p.m.,Caja / Plataforma,No,NO,2,0,0,0,Sí,No,3,X,X,X,
204,Oficina,PMP,Antes Dic de 2007,Cartagena,1,Carrera 8 N° 8 - 04,55,6 601154 - 6 601155 - 6 641923 - Cel. Gerente: 317 2885002 - Cel JDS:3177007409,,,,6 642010,,42074 - 42251 - 42252 - 42408,13001,Cartagena,Bolívar,Intermedia,Comercial,Costa,"CO - 3 Bolívar, San Andrés y Providencia",Costa,Lunes a Jueves y  Fin de mes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:00 p.m.  Viernes 8:00a.m. - 11:30 a.m. / 2.00 p.m.  -  4:30 p.m.,NO,,No,NO,3,0,0,0,Sí,No,4,X,X,X,X
205,Oficina,MB,AL 31 DE ENERO,Quinta Camacho,1,Carrera 9 N° 70 A – 41,51,3 221610 - 3 221618 - 3 221608 - 3 221606 - Cel. Gerente: 317 5767469 - Cel JDS:3166178918,,,,3 820000  ,3077000 + Cod. Oficina,44205,11001,Bogotá D.C.,Bogotá D.C.,Principal,Comercial,Bogotá Norte,BN - 3  Bogotá - Cl. 72,Bogotá Norte,Lunes a Viernes    9:00 a.m. - 3:30 p.m.   Fin de mes  9:00 a.m. - 3:00 p.m,NO,,No,NO,2,0,0,0,No,No,3,X,X,X,
206,Oficina,PMP,23/11/1942,Cartago,1,Calle 12 N° 4 - 08,52,2 110121 - Cel. Gerente: 317 6410186,,,,,, 42253 - 42254,76147,Cartago,Valle del Cauca,Población,Comercial,Occidente,OCC -7 Valle del Cauca ,Occidente,Lunes a Jueves    8.00 a.m. - 11:30 a.m. /  2:00 p.m. - 4:00 p.m.                       Viernes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:30 p.m.  Fin de Mes  8.00 a.m. - 11:30 a.m. /  2:00 p.m. - 4:00 p.m.                ,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
207,Oficina,PMP,07/03/1974,Cavasa,1,Mercalipuerto Vía Candelaria,52,4 484979  - Cel. Gerente: 318 2485064,,,,8 980077,,42265 - 42775 - 42776,76001,Cali,Valle del Cauca,Principal,Plaza de Mercado,Occidente,OCC -4 Cali - Oriental,Occidente,Lunes a Jueves    8.00 a.m. - 11:30 a.m. /  2:00 p.m. - 4:00 p.m.                      Viernes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:30 p.m.   Fin de Mes  8.00 a.m. - 11:30 a.m. /  2:00 p.m. - 4:00 p.m.              ,NO,,No,NO,1,0,0,0,Sí,No,4,X,X,X,X
208,Oficina,PMP,08/09/2008,Centro Comercial Mazurén,1,Carrera 46 N° 152-46 Local 133-138  ,51,6 483424 - 6 483352 - 6 483351 - 6 270088  - Cel. Gerente: 318 3599327 - Cel JDS:3162401519,6 483424,,,3 820000  ,3077000 + Cod. Oficina,44208,11001,Bogotá D.C.,Bogotá D.C.,Principal,Centro Comercial,Bogotá Norte,BN -1   Bogotá - Auto Nororiental,Bogotá Norte,Lunes a Viernes    9:00 a.m. - 3:30  p.m.  Fin de mes 9:00 a.m. - 3:00 p.m. ,NO,,No,NO,2,1,0,1,No,No,3,X,X,X,
209,Oficina  De  Recaudos Y Pagos,PMP,Antes Dic de 2007,Oficina de Recaudos y Pagos Unicali,1,Ciudadela Comercial Unicentro Local 214,52,3 396561 - 3 396559 - 3 396569,,,,8 980077,,42685 - 42686,76001,Cali,Valle del Cauca,Principal,,Occidente,,Occidente,Lunes a Jueves    8:00 a.m. -  4:00 p.m. (Jornada Continua)   Viernes  8:00 a.m. -  4:30 p.m. (Jornada Continua)   Fin de Mes   8:00 a.m. -  4:00 p.m. (Jornada Continua),Sábado 10:00 a.m. - 2:00 p.m.,Caja,No,NO,1,0,0,0,No,No,2,X,,,X
210,Oficina,PMP,22/04/1966,Central de Transportes Cúcuta,1,Calle 0BN N° 7A-08,57,5 783238 - 5 780819 - 5 781456 - Cel. Gerente: 317 6548438 - Cel JDS:3175132708,,,,0-18000518877,,42266 - 42267 - 42467,54001,Cúcuta,Norte de Santander,Intermedia,Comercial,Oriente,OR -5 Norte de Santander - Arauca,Oriente,Lunes a Viernes    8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:30 p.m.,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,,X
211,Oficina,MB,AL 31 DE ENERO,Gachancipa ,1,Carrera 5 N° 1 - 13,51,8 578578 - 8 578562 - 8 578563  - Cel. Gerente: 317 4327999 - Cel JDS:3167454505,,,,3 820000  ,,8770211,25295,Gachancipá,Cundinamarca,Población,Residencial,Oriente,OR - 2 Boyacá - Norte Cundinamarca,Oriente,"Lunes a viernes 8:00 a.m. - 3:00 p.m. Jornada continua
",NO,,No,NO,1,0,0,0,Sí,No,2,X,X,,
212,Oficina,MB,AL 31 DE ENERO,Casablanca,1,Carrera 86 N° 45A-75 Sur ,51,3 077000 Cód. 212 - 4 503366 - Cel. Gerente: 317 3729413 - Cel JDS:3158462167,,,,3 820000  ,3077000 + Cod. Oficina,44212,11001,Bogotá D.C.,Bogotá D.C.,Principal,Comercial,Bogotá Sur,BS - 01 Bogotá - Auto Sur,Bogotá Sur,Lunes a Viernes    9:00 a.m. - 3:30 p.m.   Fin de mes 9 :00 a.m. -  3:00 p.m.,NO,,No,NO,2,0,0,0,Sí,No,3,X,X,X,
213,Oficina,MB,AL 31 DE ENERO,Natagaima,1,Carrera 6a N° 5 - 73,58,2 269151 - 2 264136 - 2 264329 - 2 269071 - Cel. Gerente: 316 7433603 - Cel. Jds 315 8577090 - Cel JDS:3183878998,,,,8 711001,,,73483,Natagaima,Tolima,Población,Comercial,Central, CE - 9 Neiva - Tolima,Central,Martes a Jueves   8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:00 p.m.  Viernes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:30 p.m. Sábado 8:00 a.m. - 1:30 p.m.                       ,,Caja / Plataforma,No,NO,1,0,0,0,Sí,No,2,X,X,,
214,Oficina,PMP,14/09/1972,Centro Comercial San Diego,1,Calle 34 N° 43 - 66 Local 1194,54,2 328024 - 2 321543 - 2 328216 - 2 321451 - Cel. Gerente: 316 3299070 - Cel JDS:3187916408,,,,5 764330,,42272 - 42273,5001,Medellín,Antioquia,Principal,Centro Comercial,Antioquia,AN-7  Medellín el Poblado,Antioquia,Lunes a Jueves  8:00 a.m.  -  4:00  p.m.   Viernes  8:00 a.m.  - 4:30 p.m. ,Lunes a Viernes 5:00 p.m. - 7:00 p.m.   / Sábado 9:00 a.m. - 1:00 p.m.,Caja / Plataforma,No,NO,2,1,0,0,Sí,No,3,X,X,,X
216,Oficina,PMP,27/04/1945,Cerete,1,Calle 14 N° 15 - 59,54,7 746144 - 7 747627 - Cel. Gerente: 318 3058738 - Cel JDS:3178891955,7 747626,,,,, 42276 - 42277,23162,Cereté,Córdoba,Población,Comercial,Costa,CO - 5  Córdoba - Sucre,Costa,Lunes a Jueves y Fin de mes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4.00 p.m.   Viernes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4.30 p.m.,Sábado 8:00 a.m. - 12:00 p.m.,Caja / Plataforma,No,NO,1,0,0,0,Sí,No,3,X,X,X,
217,Oficina,PMP,12/09/2003,Centro Comercial Oviedo,1,Calle 6 Sur  N° 43A-227 Locales 2400 -2397,54,3 141198 - 3 141224 - 3 139129 - Cel. Gerente: 317 3661021 - Cel JDS:3172522609,,,,5 764330,,42155 - 42166,5001,Medellín,Antioquia,Principal,Centro Comercial,Antioquia,AN-7  Medellín el Poblado,Antioquia,Lunes a Jueves  8:00 a.m.  - 4:00  p.m.    Viernes  8:00 a.m. / 4:30 p.m. ,Lunes a Viernes 5:00 p.m. - 7:00 p.m.   / Sábado 10:00 a.m. - 2:00 p.m.,Caja / Plataforma,No,NO,2,0,0,0,Sí,No,4,X,X,X,X
218,Oficina,PMP,30/05/2006,Centro Comercial Cable Plaza,1,Carrera 23 N° 65-11 Local 1-107,56,8 756185 - Cel. Gerente: 317 6672263 - Cel JDS:3173753067,,,,8 836699,,,17001,Manizales,Caldas,Intermedia,Centro Comercial,Antioquia,AN-I- Caldas,Antioquia,Lunes a Jueves    8:00 a.m.  -  4:00  p.m. Viernes  8:00 a.m.  -  4:30 p.m. ,Sábado 9:00 a.m. - 1:00 p.m.,Caja / Plataforma,No,NO,2,1,0,0,No,No,3,X,X,X,
219,Oficina  De  Recaudos Y Pagos,PMP,16/12/2003,Oficina de Recaudos y Pagos Villavicencio,1,"Calle 39 N° 31-13
",58,6 628129 - 6 628229 Celufijo 316 7584574,,,,6 703636,,,50001,Villavicencio,Meta,Intermedia,,Central,,Central,Lunes a Viernes   8:00 a.m. - 6:00 p.m.  Jornada Continua,NO,,No,NO,1,0,,,No,No,2,X,,,X
220,Oficina,PMP,Antes Dic de 2007,Ciénaga,1,Calle 10a N° 12 - 33,55,4 240383 - 4 240384 -4 240024 Cel. Gerente: 316 8208725 - Cel JDS:3166515493,,,,,,42278 - 42279,47189,Ciénaga,Magdalena,Población,Comercial,Costa,CO - 6 Magdalena - Guajira,Costa,Lunes a Jueves y Fin de mes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4.00 p.m.   Viernes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4.30 p.m.,Sábado 9:00 a.m. - 1:00 p.m.,Caja / Plataforma,No,NO,3,0,0,0,Sí,No,3,X,X,X,
221,Oficina,PMP,15/05/2006,Centro Comercial Buenavista,1,Centro Comercial Buenavista Avenida los Libertadores Frente a la Quinta de San Pedro Alejandrino LOCAL 46 A Santa Marta,55,4 335631 - 4 334799  - 4 335627 - 4 241986 - Cel. Gerente: 318 6995399 - Cel JDS:3175819922,4 335631,,,4 318509,,,47001,Santa Marta,Magdalena,Intermedia,Centro Comercial,Costa,CO - 6 Magdalena - Guajira,Costa,Lunes a Viernes y Fin de mes 9:00 a.m. - 12:30 p.m. / 2:30 p.m. - 4:30 p.m. ,Sábado 9:00 a.m. - 1:00 p.m.,Caja / Plataforma,No,NO,2,0,0,0,Si,No,3,X,X,X,
223,Oficina,PMP,29/04/1988,Centro 93,1,Carrera 15 N° 93 -54 Interior 1 - 15,51,6 346914 - 6 346911 - 6 346925 - 6 346920 - Cel. Gerente: 316 4738925 - Cel JDS:3156715161,2 577849,,,3 820000  ,3077000 + Cod. Oficina,44223,11001,Bogotá D.C.,Bogotá D.C.,Principal,Comercial,Bogotá Norte,BN - 4  Bogotá - Cr. 7,Bogotá Norte,Lunes a Viernes     9:00 a.m. - 3:30  p.m. Fin de mes 9:00 a.m. - 3:00 p.m. ,NO,,No,NO,2,1,0,0,No,No,3,X,X,X,
224,Oficina,PMP,29/03/1965,Codazzi,1,Carrera 16 N° 15 - 08,55, 5 765270 - 5 766119 - Cel. Gerente: 315 8650546 - Cel JDS:3183271531,5 766119,,,,,42280 - 42456  ,20013,Agustín Codazzi,Cesar,Población,Comercial,Costa,CO - 4 Cesar,Costa,Lunes a Jueves y Fin de mes 8:00 a.m. - 11:30 a.m. / 2.00 p.m. - 4.00 p.m.   Viernes  8:00 a.m. - 11:30 a.m. / 2.00 p.m. a 4.30 p.m.,Sábado 8:00 a.m. - 12:00 p.m.,Caja / Plataforma,No,NO,2,0,0,0,Sí,No,3,X,X,X,
225,Oficina,PMP,02/10/2006,Boulevard Comercial Mayorca,1,Calle 51 Sur N° 48-57 Local 4217,54,3 763100 - Cel. Gerente: 318 5216811 - Cel JDS:3186056545,3 762431 Ext. 158,,,5 764330,,,5001,Sabaneta,Antioquia,Principal,Comercial,Antioquia,AN-10  Valle del Aburra sur,Antioquia,Lunes a Jueves    8:00 a.m.  - 11:30  a.m.     / 2:00 p.m.  -  4:00 p.m.             Viernes  8:00 a.m. - 11:30 a.m.   /  2:00  p.m. -  4:30 p.m.    Horario Especial Los primeros 15 días l mes  12:00 p.m.  -  2:00 p.m.,Sábado 9:00 a.m. - 1:00 p.m.,Caja / Plataforma,No,NO,1,0,0,0,Sí,No,3,X,X,X,
226,Oficina,PMP,01/02/2005,Centro Comercial Único,1,Carrera 3A N° 49-120  Local 321 Centro Comercial Único,52,4 860062  - Cel. Gerente: 318 2219375,,,,8 980077,,,76001,Cali,Valle del Cauca,Principal,Centro Comercial,Occidente,OCC -3 Cali - Norte,Occidente,"LLunes a jueves y fin de mes  8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:00 p.m.   
Viernes de 8:00 a.m. a  11:30 a.m. y de 2:00 p.m. a 4:30 p.m. ",No,Caja / Plataforma,No,NO,2,1,0,0,Sí,No,3,X,X,X,
227,Oficina,MB,07/11/2007,Rincón del Chico,1,Calle 100 N° 13-07,51,6 353529 - 2 361167 - 2 365349 - 2 361185 - Cel. Gerente: 317 4011136 - Cel JDS:3157857930,6 353529,,,3 820000  ,3077000 + Cod. Oficina,44227,11001,Bogotá D.C.,Bogotá D.C.,Principal,Residencial,Bogotá Norte,BN - 4  Bogotá - Cr. 7,Bogotá Norte,Lunes a Viernes    9:00 a.m. - 3:30 p.m.   Fin de mes 9:00 a.m. - 3:00 p.m,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
228,Oficina,PMP,23/08/2004,Centro Comercial Paseo San Rafael,1,Avenida Calle 134 N° 55-30 Local 113,51,6 135424 - 6 132461 - 6 133256 - 6 1330276 - Cel. Gerente: 315 4094002 - Cel JDS:3186240535,6 136892,,,3 820000  ,3077000 + Cod. Oficina,44228,11001,Bogotá D.C.,Bogotá D.C.,Principal,Centro Comercial,Bogotá Norte,BN - 5  Bogotá - NorOcc.,Bogotá Norte,Lunes a Viernes    9:00 a.m - 3:30 p.m     Fin de Mes 9:00 a.m. - 3:00 p.m.,Viernes 5:00 p.m. - 7:00 p.m.                 / Sábado 10:00 a.m. - 2:00 p.m.,Caja / Plataforma,No,NO,1,1,0,1,Sí,No,3,X,X,X,
229,Oficina,MB,AL 31 DE ENERO,Granada Cundinamarca,1,Carrera 14 N° 11-05 plaza principal,51,8 669310 - 8 669225 - Cel. Gerente: 316 4987228 - Cel JDS:3174957492,,,,3 820000  ,,8770229,25312,Granada,Cundinamarca,Población,Comercial,Central, CE - 1 Cundinamarca,Central,Lunes a Viernes    8:00 a.m. - 11:30 a.m. /  1:00 a.m - 3:00 p.m.,NO,,No,NO,1,0,0,0,No,No,2,X,X,,
230,Oficina,PMP,22/12/2004,Llano Grande,1,Calle 31 Kilometro 2 Vía las Palmas Local 423,52,2 856165 - Cel. Gerente: 316 6955742,,,,8 980077,,,76520,Palmira,Valle del Cauca,Población,Centro Comercial,Occidente,OCC -1  Cali - Aeropuerto,Occidente,"Lunes a Jueves  8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:00 p.m.  Viernes 8:00 a.m. - 11:30 a.m.  / 2:00 p.m. - 4:30 p.m.     Fin de Mes   8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:00 p.m.
 ",No,Caja / Plataforma,No,NO,1,0,0,0,Sí,No,3,X,X,X,
231,Oficina,MB,AL 31 DE ENERO,Solares Villeta,1,Calle 5 N° 7 - 71,51,8 444644 - 8 446752 - 8 446751 - 8 446714 - Cel. Gerente: 316 2937818- Cel. Jds 318 2820998 - Cel JDS:3176690543,,,,3 820000  ,,8770231,25875,Villeta,Cundinamarca,Población,Comercial,Central, CE - 5 Magdalena Medio Cent.,Central,Lunes a Viernes    8:00 a.m. - 3:00 p.m.,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
232,Oficina,PMP,12/09/1958,Copacabana,1,Calle 50 N° 51-69,54,2 743030 - 2 740820 -  2 741628 - Cel. Gerente: 317 5809912 - Cel JDS:3183271636,,,,5 764330,,42281 - 42282,5212,Copacabana,Antioquia,Población,Comercial,Antioquia,AN-5  Valle del Aburra- NortOcc,Antioquia,Lunes a Jueves  8:00 a.m. - 11:30  a.m.  /  2:00 p.m.  -  4:00  p.m.        Viernes  8:00 a.m. - 11:30 a.m.  /  2:00 p.m. -  4:30 p.m.,Sábado 9:00 a.m. - 12:00 p.m.,Caja / Plataforma,No,NO,2,0,0,0,Sí,No,3,X,X,X,
233,Oficina  De  Recaudos Y Pagos,PMP,15-may.-95,Oficina de Recaudos y Pagos Corferias,1,Avenida América No. 36-20,51,2 685817 - 2 685818 - 2 685851,,,,3 820000  ,3077000 + Cod. Oficina,44233,11001,Bogotá D.C.,Bogotá D.C.,Principal,,Bogotá Sur,,Bogotá Sur,Lunes a Viernes    8:00 a.m. - 4:00 p.m. ,NO,,No,NO,0,0,0,0,No,No,2,X,,,X
234,Extensión De Oficina,PMP,22/10/2015,Carrera 19 A N° 90 - 12,1,Carrera 19 A N° 90-12,51,3152486110,,,,,,,11001,Bogotá D.C.,Bogotá D.C.,Principal,,Bogotá Norte,,Bogotá Norte,Lunes a Viernes    8:30 a.m. - 12:00 p.m  /  1:00 p.m. -  4:30 p.m.,NO,,No,0,0,0,0,0,No,No,,,,,
235,Oficina,PMP,01/12/2005,Centro Comercial Ocean Mall,1,Centro Comercial Ocean Mall Local 1-31 Avda. Ferrocarril,55,4 300118 - 4 300908 - 4 308900 - Cel. Gerente: 317 4230434 - Cel JDS:3165399816,,,,4 318509,,,47001,Santa Marta,Magdalena,Intermedia,Centro Comercial,Costa,CO - 6 Magdalena - Guajira,Costa,Lunes a Jueves y Fin de mes  8:00 a.m. - 11:30 a.m.  / 2:00 p.m. - 4:00 p.m. Viernes  8:00 a.m. - 11:30 a.m.  / 2:00 p.m. -  4:30 p.m.    ,Sábado 9:00 a.m. - 2:00 p.m.,Caja / Plataforma,No,NO,2,0,0,0,No,No,3,X,X,X,
236,Oficina,PMP,15/05/2006,Centro Comercial Los Molinos,1,Carrera 82 N° 31A-05 Local 1063,54,2 356070 - 3 254816 - 2 354822 - 2 353857 - Cel. Gerente: 316 8735283 - Cel JDS:3184638426,,,,5 764330,,,5001,Medellín,Antioquia,Principal,Centro Comercial,Antioquia,AN-6  Medellín Occidental,Antioquia,"Lunes a Jueves    8:00 a.m.  a   4:00 p.m  Jornada continua Viernes  8:00 a.m - 4:30 p.m.
",Lunes a Viernes 5:00 p.m.- 7:00 p.m.    / Sábado 10:00 a.m. - 3:00 p.m.,Caja / Plataforma,No,NO,3,0,0,1,Sí,No,3,X,X,X,
